user_id,session_id,timestamp,behavior_type,product_service,product_id,category,search_keyword,quantity,step_in_session,label_next_behavior,source_service,is_synthetic
f19712ac-5508-5a93-908e-f3faa2c6cebe,89f1ac66-31bb-5ed9-a6f3-4e8bd110ab77,2026-01-02T11:32:00+00:00,purchase,sports,b86c87d8-6434-58d1-b682-ad43dbcd9ba1,Sports,,2,7,,customer-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,972c47e6-a663-5878-9451-d1bf4a35e8f3,2026-01-02T12:11:00+00:00,login,,,,,,1,search,customer-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,972c47e6-a663-5878-9451-d1bf4a35e8f3,2026-01-02T12:14:00+00:00,search,,,Gaming,blackwidow,,2,view_product,web-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,972c47e6-a663-5878-9451-d1bf4a35e8f3,2026-01-02T12:17:00+00:00,view_product,gaming,9a8e0d66-d0e4-55af-8894-f401950c2dc6,Gaming,,,3,add_to_cart,web-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,972c47e6-a663-5878-9451-d1bf4a35e8f3,2026-01-02T12:25:00+00:00,add_to_cart,gaming,9a8e0d66-d0e4-55af-8894-f401950c2dc6,Gaming,,1,4,remove_from_cart,customer-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,972c47e6-a663-5878-9451-d1bf4a35e8f3,2026-01-02T12:30:00+00:00,remove_from_cart,gaming,9a8e0d66-d0e4-55af-8894-f401950c2dc6,Gaming,,2,5,,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,b931dd2b-5ec7-506e-99dc-e1cbdbfa37e6,2026-01-02T16:11:00+00:00,register,,,,,,1,login,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,b931dd2b-5ec7-506e-99dc-e1cbdbfa37e6,2026-01-02T16:14:00+00:00,login,,,,,,2,search,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,b931dd2b-5ec7-506e-99dc-e1cbdbfa37e6,2026-01-02T16:17:00+00:00,search,,,Sports,yonex,,3,view_product,web-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,b931dd2b-5ec7-506e-99dc-e1cbdbfa37e6,2026-01-02T16:25:00+00:00,view_product,sports,90ecf488-8b8b-5242-897c-8df3a8fc2ede,Sports,,,4,add_to_cart,web-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,b931dd2b-5ec7-506e-99dc-e1cbdbfa37e6,2026-01-02T16:28:00+00:00,add_to_cart,sports,90ecf488-8b8b-5242-897c-8df3a8fc2ede,Sports,,1,5,purchase,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,b931dd2b-5ec7-506e-99dc-e1cbdbfa37e6,2026-01-02T16:32:00+00:00,purchase,sports,90ecf488-8b8b-5242-897c-8df3a8fc2ede,Sports,,3,6,,customer-service,1
6a5f199a-bd14-56e2-a2e2-52d5641fa422,fc385945-2450-5d21-a0f4-accb2b5b25e4,2026-01-02T18:04:00+00:00,login,,,,,,1,search,customer-service,1
6b0bf5b5-2023-531f-a9e4-61703d9408e6,a4e04d42-4612-5833-bf9f-807ab74f3f29,2026-01-02T18:07:00+00:00,login,,,,,,1,search,customer-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:08:00+00:00,register,,,,,,1,login,customer-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:14:00+00:00,login,,,,,,2,search,customer-service,1
6a5f199a-bd14-56e2-a2e2-52d5641fa422,fc385945-2450-5d21-a0f4-accb2b5b25e4,2026-01-02T18:15:00+00:00,search,,,Cloth,tee,,2,view_product,web-service,1
6b0bf5b5-2023-531f-a9e4-61703d9408e6,a4e04d42-4612-5833-bf9f-807ab74f3f29,2026-01-02T18:16:00+00:00,search,,,Home Appliances,vacuum,,2,view_product,web-service,1
6a5f199a-bd14-56e2-a2e2-52d5641fa422,fc385945-2450-5d21-a0f4-accb2b5b25e4,2026-01-02T18:21:00+00:00,view_product,cloth,3448c458-2305-5a46-b934-906b0c0e5202,Cloth,,,3,,web-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:24:00+00:00,search,,,Home Appliances,xiaomi,,3,view_product,web-service,1
6b0bf5b5-2023-531f-a9e4-61703d9408e6,a4e04d42-4612-5833-bf9f-807ab74f3f29,2026-01-02T18:25:00+00:00,view_product,home-appliance,834fcb35-085f-5586-a0d8-f95b02725ff9,Home Appliances,,,3,,web-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:32:00+00:00,view_product,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,,4,add_to_cart,web-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:42:00+00:00,add_to_cart,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,2,5,update_cart_quantity,customer-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:46:00+00:00,update_cart_quantity,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,3,6,purchase,customer-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,14edea85-b209-5385-9787-ba4359a0afa8,2026-01-02T18:49:00+00:00,purchase,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,1,7,,customer-service,1
ed268ee2-0ea6-5eb0-bc5d-3867931d51e9,78847a4e-0723-5b15-8802-002b00a16bc7,2026-01-02T19:03:00+00:00,login,,,,,,1,search,customer-service,1
ed268ee2-0ea6-5eb0-bc5d-3867931d51e9,78847a4e-0723-5b15-8802-002b00a16bc7,2026-01-02T19:10:00+00:00,search,,,Mobile,xiaomi,,2,view_product,web-service,1
ed268ee2-0ea6-5eb0-bc5d-3867931d51e9,78847a4e-0723-5b15-8802-002b00a16bc7,2026-01-02T19:18:00+00:00,view_product,mobile,08a4cb46-f66a-5033-9f42-f5cb99729688,Mobile,,,3,,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,01b10686-4c53-5b03-a82a-dcef2bea5145,2026-01-02T20:03:00+00:00,login,,,,,,1,search,customer-service,1
7305abcf-7752-511a-948a-00a27d8281f2,198b9ccc-dff6-56a4-9e46-95a88cf6c9e3,2026-01-02T20:03:00+00:00,login,,,,,,1,search,customer-service,1
7305abcf-7752-511a-948a-00a27d8281f2,198b9ccc-dff6-56a4-9e46-95a88cf6c9e3,2026-01-02T20:12:00+00:00,search,,,Food & Drinks,snack,,2,view_product,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,01b10686-4c53-5b03-a82a-dcef2bea5145,2026-01-02T20:13:00+00:00,search,,,Home Appliances,vacuum,,2,add_to_cart,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,01b10686-4c53-5b03-a82a-dcef2bea5145,2026-01-02T20:18:00+00:00,add_to_cart,home-appliance,94fb8581-36ec-5ae6-9a91-24f042ceacef,Home Appliances,,2,3,update_cart_quantity,customer-service,1
7305abcf-7752-511a-948a-00a27d8281f2,198b9ccc-dff6-56a4-9e46-95a88cf6c9e3,2026-01-02T20:23:00+00:00,view_product,food,72fc5eec-b954-5b32-b13c-ba9f26f16be1,Food & Drinks,,,3,,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,01b10686-4c53-5b03-a82a-dcef2bea5145,2026-01-02T20:27:00+00:00,update_cart_quantity,home-appliance,94fb8581-36ec-5ae6-9a91-24f042ceacef,Home Appliances,,2,4,purchase,customer-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,01b10686-4c53-5b03-a82a-dcef2bea5145,2026-01-02T20:36:00+00:00,purchase,home-appliance,94fb8581-36ec-5ae6-9a91-24f042ceacef,Home Appliances,,2,5,,customer-service,1
e64eb8db-53a4-5086-a8ab-5ab352c3fbfe,7f4ff6cd-1247-5a95-aff1-a87205c67483,2026-01-02T23:08:00+00:00,login,,,,,,1,search,customer-service,1
e64eb8db-53a4-5086-a8ab-5ab352c3fbfe,7f4ff6cd-1247-5a95-aff1-a87205c67483,2026-01-02T23:19:00+00:00,search,,,Sports,running shoes,,2,add_to_cart,web-service,1
e64eb8db-53a4-5086-a8ab-5ab352c3fbfe,7f4ff6cd-1247-5a95-aff1-a87205c67483,2026-01-02T23:25:00+00:00,add_to_cart,sports,7af327c8-8528-5031-bb4f-5d309b166aa9,Sports,,3,3,update_cart_quantity,customer-service,1
e64eb8db-53a4-5086-a8ab-5ab352c3fbfe,7f4ff6cd-1247-5a95-aff1-a87205c67483,2026-01-02T23:29:00+00:00,update_cart_quantity,sports,7af327c8-8528-5031-bb4f-5d309b166aa9,Sports,,1,4,purchase,customer-service,1
e64eb8db-53a4-5086-a8ab-5ab352c3fbfe,7f4ff6cd-1247-5a95-aff1-a87205c67483,2026-01-02T23:32:00+00:00,purchase,sports,7af327c8-8528-5031-bb4f-5d309b166aa9,Sports,,1,5,,customer-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,83aed2a2-9239-5474-96a8-476512ae1efe,2026-01-03T09:08:00+00:00,login,,,,,,1,search,customer-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,83aed2a2-9239-5474-96a8-476512ae1efe,2026-01-03T09:11:00+00:00,search,,,Home Appliances,dyson,,2,view_product,web-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,83aed2a2-9239-5474-96a8-476512ae1efe,2026-01-03T09:21:00+00:00,view_product,home-appliance,a9ae89e7-becb-53f4-8a03-fd576261865d,Home Appliances,,,3,add_to_cart,web-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,83aed2a2-9239-5474-96a8-476512ae1efe,2026-01-03T09:24:00+00:00,add_to_cart,home-appliance,a9ae89e7-becb-53f4-8a03-fd576261865d,Home Appliances,,1,4,remove_from_cart,customer-service,1
70302417-fc8b-550b-8eb0-e47d8d24688d,83aed2a2-9239-5474-96a8-476512ae1efe,2026-01-03T09:30:00+00:00,remove_from_cart,home-appliance,a9ae89e7-becb-53f4-8a03-fd576261865d,Home Appliances,,1,5,,customer-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:06:00+00:00,register,,,,,,1,login,customer-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:09:00+00:00,login,,,,,,2,search,customer-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:15:00+00:00,search,,,Gaming,gaming mouse,,3,view_product,web-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:26:00+00:00,view_product,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,,4,add_to_cart,web-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:33:00+00:00,add_to_cart,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,1,5,update_cart_quantity,customer-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:39:00+00:00,update_cart_quantity,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,3,6,purchase,customer-service,1
48efea4e-9136-5912-961a-a1cf9eab3d96,56347774-7784-554d-9710-9ca35e9d8a50,2026-01-03T10:42:00+00:00,purchase,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,2,7,,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,63ca41db-c374-5d7c-80cb-1c56ccde4cba,2026-01-03T12:08:00+00:00,login,,,,,,1,search,customer-service,1
f19712ac-5508-5a93-908e-f3faa2c6cebe,51287b5d-092a-5e2a-b813-9995894c78f7,2026-01-03T12:09:00+00:00,login,,,,,,1,search,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,63ca41db-c374-5d7c-80cb-1c56ccde4cba,2026-01-03T12:18:00+00:00,search,,,Home Appliances,vacuum,,2,view_product,web-service,1
f19712ac-5508-5a93-908e-f3faa2c6cebe,51287b5d-092a-5e2a-b813-9995894c78f7,2026-01-03T12:18:00+00:00,search,,,Tech Accessories,keyboard,,2,view_product,web-service,1
f19712ac-5508-5a93-908e-f3faa2c6cebe,51287b5d-092a-5e2a-b813-9995894c78f7,2026-01-03T12:21:00+00:00,view_product,accessory,54e49e62-6d6f-58f4-b010-12c80e3800fc,Tech Accessories,,,3,view_product,web-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,63ca41db-c374-5d7c-80cb-1c56ccde4cba,2026-01-03T12:23:00+00:00,view_product,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,,3,view_product,web-service,1
f19712ac-5508-5a93-908e-f3faa2c6cebe,51287b5d-092a-5e2a-b813-9995894c78f7,2026-01-03T12:26:00+00:00,view_product,accessory,0c59194b-3964-550e-8364-5e4ff2761a56,Tech Accessories,,,4,add_to_cart,web-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,63ca41db-c374-5d7c-80cb-1c56ccde4cba,2026-01-03T12:27:00+00:00,view_product,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,,4,add_to_cart,web-service,1
f19712ac-5508-5a93-908e-f3faa2c6cebe,51287b5d-092a-5e2a-b813-9995894c78f7,2026-01-03T12:29:00+00:00,add_to_cart,accessory,0c59194b-3964-550e-8364-5e4ff2761a56,Tech Accessories,,1,5,purchase,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,63ca41db-c374-5d7c-80cb-1c56ccde4cba,2026-01-03T12:36:00+00:00,add_to_cart,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,2,5,purchase,customer-service,1
f19712ac-5508-5a93-908e-f3faa2c6cebe,51287b5d-092a-5e2a-b813-9995894c78f7,2026-01-03T12:40:00+00:00,purchase,accessory,0c59194b-3964-550e-8364-5e4ff2761a56,Tech Accessories,,2,6,,customer-service,1
8c8eb664-ad65-52b2-b7a5-eb481e44f7a3,63ca41db-c374-5d7c-80cb-1c56ccde4cba,2026-01-03T12:44:00+00:00,purchase,home-appliance,b22fe093-1c52-56ba-9a0b-52046845c96f,Home Appliances,,2,6,,customer-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:05:00+00:00,register,,,,,,1,login,customer-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:16:00+00:00,login,,,,,,2,search,customer-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:25:00+00:00,search,,,Beauty,seed,,3,view_product,web-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:29:00+00:00,view_product,beauty,edc7a4fc-1cd4-51ed-91fc-7e0613982a96,Beauty,,,4,add_to_cart,web-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:33:00+00:00,add_to_cart,beauty,edc7a4fc-1cd4-51ed-91fc-7e0613982a96,Beauty,,3,5,update_cart_quantity,customer-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:44:00+00:00,update_cart_quantity,beauty,edc7a4fc-1cd4-51ed-91fc-7e0613982a96,Beauty,,1,6,purchase,customer-service,1
8c5ed414-ea0c-5bf0-84e4-865147b9c541,68515091-c484-52a1-ab37-066ab78b3640,2026-01-03T14:54:00+00:00,purchase,beauty,edc7a4fc-1cd4-51ed-91fc-7e0613982a96,Beauty,,3,7,,customer-service,1
0939986a-a423-54f0-bb48-f73818fe176c,205a4610-1982-5d81-8217-2492ac98b4b5,2026-01-03T15:06:00+00:00,login,,,,,,1,search,customer-service,1
0939986a-a423-54f0-bb48-f73818fe176c,205a4610-1982-5d81-8217-2492ac98b4b5,2026-01-03T15:14:00+00:00,search,,,Home Appliances,rice cooker,,2,view_product,web-service,1
0939986a-a423-54f0-bb48-f73818fe176c,205a4610-1982-5d81-8217-2492ac98b4b5,2026-01-03T15:25:00+00:00,view_product,home-appliance,4851a1f6-daae-5d38-9b13-ef873398778a,Home Appliances,,,3,add_to_cart,web-service,1
0939986a-a423-54f0-bb48-f73818fe176c,205a4610-1982-5d81-8217-2492ac98b4b5,2026-01-03T15:35:00+00:00,add_to_cart,home-appliance,4851a1f6-daae-5d38-9b13-ef873398778a,Home Appliances,,1,4,remove_from_cart,customer-service,1
0939986a-a423-54f0-bb48-f73818fe176c,205a4610-1982-5d81-8217-2492ac98b4b5,2026-01-03T15:43:00+00:00,remove_from_cart,home-appliance,4851a1f6-daae-5d38-9b13-ef873398778a,Home Appliances,,3,5,,customer-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,4911b13a-8e88-51b3-a9dd-2a0c56a363a7,2026-01-03T17:05:00+00:00,login,,,,,,1,search,customer-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,2b2ee849-a53a-5012-8baf-93c75480e939,2026-01-03T17:08:00+00:00,login,,,,,,1,search,customer-service,1
7305abcf-7752-511a-948a-00a27d8281f2,6518b81d-2696-5089-8b39-166455d5ad88,2026-01-03T17:11:00+00:00,login,,,,,,1,search,customer-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,4911b13a-8e88-51b3-a9dd-2a0c56a363a7,2026-01-03T17:12:00+00:00,search,,,Gaming,gaming mouse,,2,view_product,web-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,2b2ee849-a53a-5012-8baf-93c75480e939,2026-01-03T17:12:00+00:00,search,,,Gaming,mechanical keyboard,,2,view_product,web-service,1
7305abcf-7752-511a-948a-00a27d8281f2,6518b81d-2696-5089-8b39-166455d5ad88,2026-01-03T17:18:00+00:00,search,,,Home Appliances,vacuum,,2,view_product,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,4911b13a-8e88-51b3-a9dd-2a0c56a363a7,2026-01-03T17:19:00+00:00,view_product,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,,3,add_to_cart,web-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,2b2ee849-a53a-5012-8baf-93c75480e939,2026-01-03T17:22:00+00:00,view_product,gaming,06ad1bfb-7a8a-510e-88d0-8f27081d569d,Gaming,,,3,view_product,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,4911b13a-8e88-51b3-a9dd-2a0c56a363a7,2026-01-03T17:25:00+00:00,add_to_cart,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,2,4,remove_from_cart,customer-service,1
7305abcf-7752-511a-948a-00a27d8281f2,6518b81d-2696-5089-8b39-166455d5ad88,2026-01-03T17:28:00+00:00,view_product,home-appliance,a9ae89e7-becb-53f4-8a03-fd576261865d,Home Appliances,,,3,view_product,web-service,1
8ed34835-a294-5449-9f5f-c886ff877bb3,2b2ee849-a53a-5012-8baf-93c75480e939,2026-01-03T17:29:00+00:00,view_product,gaming,06ad1bfb-7a8a-510e-88d0-8f27081d569d,Gaming,,,4,add_to_cart,web-service,1
321eb181-03f5-50c9-bb48-888d34319d6e,4911b13a-8e88-51b3-a9dd-2a0c56a363a7,2026-01-03T17:35:00+00:00,remove_from_cart,gaming,3e05f935-6827-58d1-a234-c91be1292a84,Gaming,,1,5,,customer-service,1
